DATETIME,alt(km),lat(deg),lon(deg)
2019-08-01 08:09:00,9216.40376,-42.258948,30.365558
2019-08-01 08:14:00,8918.14351,-41.905893,36.557446
2019-08-01 08:19:00,8614.91048,-41.036677,42.902628
2019-08-01 08:24:00,8309.62914,-39.617588,49.294417
2019-08-01 08:29:00,8005.63628,-37.629147,55.630016
2019-08-01 08:34:00,7706.69819,-35.067201,61.823721
2019-08-01 08:39:00,7417.00825,-31.942479,67.816078
2019-08-01 08:44:00,7141.15519,-28.27932,73.577508
2019-08-01 08:49:00,6884.05143,-24.114361,79.10705
2019-08-01 08:54:00,6650.81138,-19.495759,84.428127
2019-08-01 08:59:00,6446.57301,-14.483106,89.583353
2019-08-01 09:04:00,6276.26354,-9.147821,94.62978
2019-08-01 09:09:00,6144.32143,-3.573573,99.635218
2019-08-01 09:14:00,6054.40029,2.143764,104.675628
2019-08-01 09:19:00,6009.09286,7.896997,109.83316
2019-08-01 09:24:00,6009.71814,13.569495,115.194082
2019-08-01 09:29:00,6056.2097,19.037995,120.845527
2019-08-01 09:34:00,6147.12589,24.176187,126.869709
2019-08-01 09:39:00,6279.77958,28.85905,133.334132
2019-08-01 09:44:00,6450.46198,32.968335,140.276865
2019-08-01 09:49:00,6654.72111,36.399802,147.688041
2019-08-01 09:54:00,6887.6528,39.072513,155.492623
2019-08-01 09:59:00,7144.16894,40.93914,163.543806
2019-08-01 10:04:00,7419.22062,41.994172,171.636593
2019-08-01 10:09:00,7707.9662,42.275973,179.542793
2019-08-01 10:14:00,8005.88523,41.860333,187.055345
2019-08-01 10:19:00,8308.84498,40.847172,194.023134
2019-08-01 10:24:00,8613.12947,39.345145,200.364299
2019-08-01 10:29:00,8915.44121,37.458836,206.059411
2019-08-01 10:34:00,9212.88443,35.280801,211.134104
2019-08-01 10:39:00,9502.93719,32.888258,215.640511
2019-08-01 10:44:00,9783.41767,30.342996,219.642578
2019-08-01 10:49:00,10052.44838,27.693018,223.206419
2019-08-01 10:54:00,10308.42091,24.974814,226.394902
2019-08-01 10:59:00,10549.96257,22.215661,229.265151
2019-08-01 11:04:00,10775.90588,19.435661,231.867781
2019-08-01 11:09:00,10985.26129,16.649422,234.247096
2019-08-01 11:14:00,11177.19308,13.867411,236.44172
2019-08-01 11:19:00,11350.99846,11.096994,238.4854
2019-08-01 11:24:00,11506.08963,8.343257,240.407821
2019-08-01 11:29:00,11641.97852,5.609625,242.235372
2019-08-01 11:34:00,11758.26399,2.898351,243.991838
2019-08-01 11:39:00,11854.62123,0.210897,245.69901
2019-08-01 11:44:00,11930.79309,-2.451758,247.377231
2019-08-01 11:49:00,11986.58332,-5.088866,249.04588
2019-08-01 11:54:00,12021.85126,-7.699683,250.723814
2019-08-01 11:59:00,12036.50819,-10.283264,252.429772
2019-08-01 12:04:00,12030.515,-12.838264,254.182769
2019-08-01 12:09:00,12003.88126,-15.362721,256.002465
2019-08-01 12:14:00,11956.66558,-17.853828,257.909529
2019-08-01 12:19:00,11888.9774,-20.307662,259.925993
2019-08-01 12:24:00,11800.98008,-22.718871,262.075586
2019-08-01 12:29:00,11692.89552,-25.080299,264.384031
2019-08-01 12:34:00,11565.0104,-27.382537,266.879262
2019-08-01 12:39:00,11417.68411,-29.613391,269.5915
2019-08-01 12:44:00,11251.35869,-31.757259,272.553087
2019-08-01 12:49:00,11066.57084,-33.794433,275.797933
2019-08-01 12:54:00,10863.96649,-35.700346,279.360364
2019-08-01 12:59:00,10644.31794,-37.444854,283.273136
2019-08-01 13:04:00,10408.54401,-38.991656,287.564358
2019-08-01 13:09:00,10157.73352,-40.298083,292.253186
2019-08-01 13:14:00,9893.17201,-41.315497,297.344432
2019-08-01 13:19:00,9616.37204,-41.990618,302.822803
2019-08-01 13:24:00,9329.10663,-42.267996,308.648163
2019-08-01 13:29:00,9033.4453,-42.0936,314.753847
2019-08-01 13:34:00,8731.79136,-41.419143,321.049931
2019-08-01 13:39:00,8426.91834,-40.206361,327.432116
2019-08-01 13:44:00,8122.002,-38.430339,333.794772
2019-08-01 13:49:00,7820.64288,-36.081226,340.044781
2019-08-01 13:54:00,7526.87246,-33.164308,346.112437
2019-08-01 13:59:00,7245.13392,-29.698945,351.957134
2019-08-01 14:04:00,6980.22705,-25.7172,357.567733
2019-08-01 14:09:00,6737.20681,-21.262834,2.959197
2019-08-01 14:14:00,6521.22707,-16.390983,8.167576
2019-08-01 14:19:00,6337.32698,-11.168427,13.244996
2019-08-01 14:24:00,6190.16745,-5.674072,18.255571
2019-08-01 14:29:00,6083.73804,0.00085,23.272442
2019-08-01 14:34:00,6021.06828,5.753305,28.375657
2019-08-01 14:39:00,6003.98547,11.469952,33.650256
2019-08-01 14:44:00,6032.9606,17.029613,39.183606
2019-08-01 14:49:00,6107.07076,22.306569,45.06074
2019-08-01 14:54:00,6224.08486,27.174604,51.356204
2019-08-01 14:59:00,6380.65549,31.512005,58.12117
2019-08-01 15:04:00,6572.58149,35.208088,65.365949
2019-08-01 15:09:00,6795.09884,38.171792,73.041329
2019-08-01 15:14:00,7043.16103,40.341898,81.026695
2019-08-01 15:19:00,7311.68126,41.696538,89.135302
2019-08-01 15:24:00,7595.72213,42.258006,97.142071
2019-08-01 15:29:00,7890.62968,42.089514,104.826696
2019-08-01 15:34:00,8192.11712,41.283962,112.014155
2019-08-01 15:39:00,8496.30698,39.948654,118.596601
2019-08-01 15:44:00,8799.74222,38.191068,124.533127
2019-08-01 15:49:00,9099.37561,36.108987,129.834996
2019-08-01 15:54:00,9392.54539,33.785585,134.546616
2019-08-01 15:59:00,9676.94325,31.288332,138.729073
2019-08-01 16:04:00,9950.57903,28.670149,142.448626
2019-08-01 16:09:00,10211.74499,25.971556,145.769862
2019-08-01 16:14:00,10458.98163,23.22301,148.75227
2019-08-01 16:19:00,10691.04603,20.447067,151.448949
2019-08-01 16:24:00,10906.88326,17.660203,153.906527
2019-08-01 16:29:00,11105.6011,14.874279,156.165674
2019-08-01 16:34:00,11286.44796,12.097704,158.261873
2019-08-01 16:39:00,11448.79376,9.336321,160.226236
2019-08-01 16:44:00,11592.11374,6.594105,162.086303
2019-08-01 16:49:00,11715.9747,3.873688,163.866757
2019-08-01 16:54:00,11820.02359,1.176784,165.590067
2019-08-01 16:59:00,11903.97816,-1.495486,167.27706
2019-08-01 17:04:00,11967.61942,-4.142317,168.947422
2019-08-01 17:09:00,12010.78585,-6.762988,170.620155
2019-08-01 17:14:00,12033.36911,-9.356655,172.314001
2019-08-01 17:19:00,12035.31117,-11.922141,174.047828
2019-08-01 17:24:00,12016.60292,-14.457738,175.841012
2019-08-01 17:29:00,11977.28397,-16.960978,177.713805
2019-08-01 17:34:00,11917.44391,-19.428383,179.687688
2019-08-01 17:39:00,11837.22489,-21.855164,181.785718
2019-08-01 17:44:00,11736.82566,-24.234878,184.032834
2019-08-01 17:49:00,11616.50715,-26.559005,186.456116
2019-08-01 17:54:00,11476.59975,-28.816444,189.084915
2019-08-01 17:59:00,11317.51241,-30.992936,191.95079
2019-08-01 18:04:00,11139.74388,-33.070379,195.087119
2019-08-01 18:09:00,10943.89624,-35.026107,198.528187
2019-08-01 18:14:00,10730.691,-36.832135,202.307545
2019-08-01 18:19:00,10500.98813,-38.454526,206.455356
2019-08-01 18:24:00,10255.80816,-39.85301,210.994557
2019-08-01 18:29:00,9996.3577,-40.98113,215.935831
2019-08-01 18:34:00,9724.05834,-41.787198,221.27188
2019-08-01 18:39:00,9440.57896,-42.216318,226.97212
2019-08-01 18:44:00,9147.87088,-42.213583,232.979649
2019-08-01 18:49:00,8848.20487,-41.728187,239.212528
2019-08-01 18:54:00,8544.20827,-40.717805,245.570624
2019-08-01 18:59:00,8238.89915,-39.152357,251.947403
2019-08-01 19:04:00,7935.7133,-37.016343,258.243875
2019-08-01 19:09:00,7638.51755,-34.309487,264.380919
2019-08-01 19:14:00,7351.6015,-31.04601,270.306995
2019-08-01 19:19:00,7079.63744,-27.253286,276.000354
2019-08-01 19:24:00,6827.59792,-22.970656,281.466829
2019-08-01 19:29:00,6600.62116,-18.248849,286.735229
2019-08-01 19:34:00,6403.81923,-13.150079,291.852194
2019-08-01 19:39:00,6242.03201,-7.748512,296.877731
2019-08-01 19:44:00,6119.54209,-2.130645,301.881862
2019-08-01 19:49:00,6039.77967,3.604889,306.942258
2019-08-01 19:54:00,6005.05739,9.348431,312.142348
2019-08-01 19:59:00,6016.37808,14.981393,317.569078
2019-08-01 20:04:00,6073.35033,20.379264,323.309155
2019-08-01 20:09:00,6174.22777,25.415368,329.442371
2019-08-01 20:14:00,6316.06348,29.965463,336.030552
2019-08-01 20:19:00,6494.9504,33.913634,343.101571
2019-08-01 20:24:00,6706.30625,37.160124,350.630381
2019-08-01 20:29:00,6945.16196,39.631141,358.523354
2019-08-01 20:34:00,7206.42087,41.289089,6.616032
2019-08-01 20:39:00,7485.06949,42.139654,14.692648
2019-08-01 20:44:00,7776.33266,42.2318,22.525371
2019-08-01 20:49:00,8075.77561,41.649194,29.918204
2019-08-01 20:54:00,8379.36094,40.495778,36.737067
2019-08-01 20:59:00,8683.47044,38.880575,42.917327
2019-08-01 21:04:00,8984.90175,36.905956,48.453134
2019-08-01 21:09:00,9280.84852,34.660943,53.37887
2019-08-01 21:14:00,9568.87075,32.218882,57.75119
2019-08-01 21:19:00,9846.86027,29.637939,61.635582
2019-08-01 21:24:00,10113.005,26.962999,65.09791
2019-08-01 21:29:00,10365.75393,24.228009,68.199879
2019-08-01 21:34:00,10603.78446,21.458237,70.997077
2019-08-01 21:39:00,10825.97256,18.672227,73.538538
2019-08-01 21:44:00,11031.36628,15.883402,75.867097
2019-08-01 21:49:00,11219.16236,13.101331,78.020087
2019-08-01 21:54:00,11388.68608,10.332715,80.030165
2019-08-01 21:59:00,11539.37394,7.582146,81.92612
2019-08-01 22:04:00,11670.75901,4.852696,83.733624
2019-08-01 22:09:00,11782.45863,2.146373,85.475906
2019-08-01 22:14:00,11874.1643,-0.535521,87.174344
2019-08-01 22:19:00,11945.63347,-3.192095,88.848996
2019-08-01 22:24:00,11996.68312,-5.822623,90.51907
2019-08-01 22:29:00,12027.18485,-8.426331,92.20336
2019-08-01 22:34:00,12037.06153,-11.002188,93.920641
2019-08-01 22:39:00,12026.28531,-13.548708,95.690061
2019-08-01 22:44:00,11994.87699,-16.063728,97.531502
2019-08-01 22:49:00,11942.9067,-18.544172,99.465945
2019-08-01 22:54:00,11870.49599,-20.985773,101.515817
2019-08-01 22:59:00,11777.82125,-23.382739,103.705316
2019-08-01 23:04:00,11665.11875,-25.727369,106.060691
2019-08-01 23:09:00,11532.69119,-28.00958,108.610421
2019-08-01 23:14:00,11380.9161,-30.216352,111.38524
2019-08-01 23:19:00,11210.25627,-32.331093,114.41788
2019-08-01 23:24:00,11021.27228,-34.332922,117.74238
2019-08-01 23:29:00,10814.6377,-36.195921,121.392733
2019-08-01 23:34:00,10591.15684,-37.888447,125.400645
2019-08-01 23:39:00,10351.78573,-39.372636,129.792144
2019-08-01 23:44:00,10097.65627,-40.604322,134.582982
2019-08-01 23:49:00,9830.10385,-41.533666,139.773088
2019-08-01 23:54:00,9550.69839,-42.106754,145.340949
2019-08-01 23:59:00,9261.27846,-42.268371,151.239525
2019-08-02 00:04:00,8963.98777,-41.965806,157.395734
2019-08-02 00:09:00,8661.31252,-41.15322,163.715202
2019-08-02 00:14:00,8356.11713,-39.795725,170.092417
2019-08-02 00:19:00,8051.67463,-37.872295,176.424257
2019-08-02 00:24:00,7751.68606,-35.377028,182.623297
2019-08-02 00:29:00,7460.28164,-32.318849,188.627412
2019-08-02 00:34:00,7181.9941,-28.720303,194.403974
2019-08-02 00:39:00,6921.69379,-24.616254,199.949081
2019-08-02 00:44:00,6684.47502,-20.053053,205.283602
2019-08-02 00:49:00,6475.48639,-15.08842,210.448086
2019-08-02 00:54:00,6299.70449,-9.791834,215.497972
2019-08-02 00:59:00,6161.66105,-4.245015,220.499829
2019-08-02 01:04:00,6065.14751,1.457988,225.528678
2019-08-02 01:09:00,6012.93314,7.21153,230.66602
2019-08-02 01:14:00,6006.54002,12.900084,235.997844
2019-08-02 01:19:00,6046.11416,18.40092,241.611597
2019-08-02 01:24:00,6130.41694,23.587588,247.59077
2019-08-02 01:29:00,6256.93781,28.334166,254.005609
2019-08-02 01:34:00,6422.10621,32.520623,260.898892
2019-08-02 01:39:00,6621.56446,36.039879,268.267541
2019-08-02 01:44:00,6850.45933,38.806995,276.04463
2019-08-02 01:49:00,7103.71543,40.769602,284.090835
2019-08-02 01:54:00,7376.26608,41.916714,292.205371
2019-08-02 01:59:00,7663.22984,42.281745,300.159132
2019-08-02 02:04:00,7960.03231,41.937021,307.739293
2019-08-02 02:09:00,8262.47928,40.980959,314.78639
2019-08-02 02:14:00,8566.79077,39.522494,321.210368
2019-08-02 02:19:00,8869.60632,37.667696,326.985553
2019-08-02 02:24:00,9167.97058,35.511162,332.133759
2019-08-02 02:29:00,9459.3067,33.13222,336.705359
2019-08-02 02:34:00,9741.38323,30.594571,340.763933
2019-08-02 02:39:00,10012.27854,27.947811,344.376029
2019-08-02 02:44:00,10270.3453,25.229701,347.605322
2019-08-02 02:49:00,10514.17681,22.468496,350.509853
2019-08-02 02:54:00,10742.57604,19.685035,353.141128
2019-08-02 02:59:00,10954.52783,16.894476,355.544248
2019-08-02 03:04:00,11149.1743,14.107689,357.75852
2019-08-02 03:09:00,11325.79353,11.332333,359.81826
2019-08-02 03:14:00,11483.78112,8.573702,1.753614
2019-08-02 03:19:00,11622.63458,5.835368,3.591338
2019-08-02 03:24:00,11741.94015,3.11968,5.355502
2019-08-02 03:29:00,11841.36187,0.428164,7.068111
2019-08-02 03:34:00,11920.6327,-2.238172,8.74966
2019-08-02 03:39:00,11979.54737,-4.878568,10.419622
2019-08-02 03:44:00,12017.95693,-7.492294,12.0969
2019-08-02 03:49:00,12035.76486,-10.078437,13.800233
2019-08-02 03:54:00,12032.92449,-12.635703,15.548585
2019-08-02 03:59:00,12009.43788,-15.162203,17.361523
2019-08-02 04:04:00,11965.35603,-17.655228,19.259576
2019-08-02 04:09:00,11900.78037,-20.110982,21.264592
2019-08-02 04:14:00,11815.86569,-22.524277,23.400067
2019-08-02 04:19:00,11710.82455,-24.888164,25.691449
2019-08-02 04:24:00,11585.93321,-27.193499,28.166356
2019-08-02 04:29:00,11441.53931,-29.428417,30.854672
2019-08-02 04:34:00,11278.0715,-31.57773,33.788402
2019-08-02 04:39:00,11096.05113,-33.622236,37.001161
2019-08-02 04:44:00,10896.1064,-35.537979,40.5271
2019-08-02 04:49:00,10678.98907,-37.295532,44.399012
2019-08-02 04:54:00,10445.59421,-38.859408,48.645395
2019-08-02 04:59:00,10196.9831,-40.1878,53.286299
2019-08-02 05:04:00,9934.40947,-41.232918,58.328078
2019-08-02 05:09:00,9659.3493,-41.942198,63.757673
2019-08-02 05:14:00,9373.5338,-42.260631,69.537757
2019-08-02 05:19:00,9078.98513,-42.134213,75.604689
2019-08-02 05:24:00,8778.05361,-41.514175,81.871203
2019-08-02 05:29:00,8473.45454,-40.361255,88.234664
2019-08-02 05:34:00,8168.30108,-38.649113,94.589682
2019-08-02 05:39:00,7866.12875,-36.366213,100.841896
2019-08-02 05:44:00,7570.90452,-33.516048,106.919225
2019-08-02 05:49:00,7287.0121,-30.116184,112.778097
2019-08-02 05:54:00,7019.20295,-26.196911,118.404354
2019-08-02 05:59:00,6772.5025,-21.800206,123.810249
2019-08-02 06:04:00,6552.06244,-16.979363,129.029586
2019-08-02 06:09:00,6362.95565,-11.79924,134.112719
2019-08-02 06:14:00,6209.91914,-6.336787,139.122394
2019-08-02 06:19:00,6097.06361,-0.681342,144.130701
2019-08-02 06:24:00,6027.58145,5.06574,149.216925
2019-08-02 06:29:00,6003.49476,10.792412,154.465668
2019-08-02 06:34:00,6025.48571,16.378265,159.964352
2019-08-02 06:39:00,6092.84028,21.697709,165.798869
2019-08-02 06:44:00,6203.51593,26.623934,172.045899
2019-08-02 06:49:00,6354.31925,31.033792,178.760549
2019-08-02 06:54:00,6541.16054,34.814179,185.959187
2019-08-02 06:59:00,6759.34295,37.87046,193.600402
2019-08-02 07:04:00,7003.84654,40.136713,201.571616
2019-08-02 07:09:00,7269.57744,41.585641,209.691828
2019-08-02 07:14:00,7551.56588,42.234253,217.737055
2019-08-02 07:19:00,7845.1085,42.14164,225.482835
2019-08-02 07:24:00,8145.8592,41.398452,232.746399
2019-08-02 07:29:00,8449.87694,40.111663,239.411348
2019-08-02 07:34:00,8753.64097,38.389869,245.429663
2019-08-02 07:39:00,9054.04292,36.332763,250.80789
2019-08-02 07:44:00,9348.36419,34.025651,255.587981
2019-08-02 07:49:00,9634.24478,31.538014,259.830219
2019-08-02 07:54:00,9909.64824,28.924494,263.601061
2019-08-02 07:59:00,10172.82593,26.227001,266.965805
2019-08-02 08:04:00,10422.28249,23.477075,269.984841
2019-08-02 08:09:00,10656.74378,20.698094,272.712181
2019-08-02 08:14:00,10875.12778,17.907148,275.195291
2019-08-02 08:19:00,11076.51887,15.116553,277.47557
2019-08-02 08:24:00,11260.14517,12.335047,279.589111
2019-08-02 08:29:00,11425.35909,9.568711,281.567527
2019-08-02 08:34:00,11571.62065,6.821685,283.438759
2019-08-02 08:39:00,11698.48335,4.096717,285.227804
2019-08-02 08:44:00,11805.5825,1.395595,286.957372
2019-08-02 08:49:00,11892.62546,-1.280518,288.648462
2019-08-02 08:54:00,11959.38394,-3.930801,290.320877
2019-08-02 08:59:00,12005.68787,-6.554538,291.993683
2019-08-02 09:04:00,12031.42094,-9.150907,293.685636
2019-08-02 09:09:00,12036.51749,-11.718779,295.415573
2019-08-02 09:14:00,12020.96089,-14.256509,297.202795
2019-08-02 09:19:00,11984.78321,-16.761718,299.06743
2019-08-02 09:24:00,11928.0662,-19.231041,301.030792
2019-08-02 09:29:00,11850.9437,-21.659843,303.115722
2019-08-02 09:34:00,11753.60542,-24.041869,305.346901
2019-08-02 09:39:00,11636.30231,-26.368839,307.751107
2019-08-02 09:44:00,11499.35355,-28.629961,310.357361
2019-08-02 09:49:00,11343.15536,-30.811351,313.19688
2019-08-02 09:54:00,11168.19194,-32.895381,316.302728
2019-08-02 09:59:00,10975.04858,-34.859952,319.708963
2019-08-02 10:04:00,10764.42739,-36.677761,323.44908
2019-08-02 10:09:00,10537.16586,-38.315648,327.553488
2019-08-02 10:14:00,10294.25848,-39.734192,332.045811
2019-08-02 10:19:00,10036.88173,-40.887801,336.938024
2019-08-02 10:24:00,9766.4225,-41.725559,342.224804
2019-08-02 10:29:00,9484.5099,-42.193132,347.878191
2019-08-02 10:34:00,9193.05,-42.235807,353.844275
2019-08-02 10:39:00,8894.26273,-41.80249,0.043974
2019-08-02 10:44:00,8590.71909,-40.850046,6.379249
2019-08-02 10:49:00,8285.37607,-39.347116,12.744353
2019-08-02 10:54:00,7981.60502,-37.276598,19.039586
2019-08-02 10:59:00,7683.2076,-34.636452,25.183816
2019-08-02 11:04:00,7394.41135,-31.439106,31.122696
2019-08-02 11:09:00,7119.83513,-27.710159,36.831434
2019-08-02 11:14:00,6864.41373,-23.487182,42.313015
2019-08-02 11:19:00,6633.27167,-18.81909,47.593826
2019-08-02 11:24:00,6431.54009,-13.766204,52.718568
2019-08-02 11:29:00,6264.11817,-8.400737,57.74574
2019-08-02 11:34:00,6135.39245,-2.807249,62.744199
2019-08-02 11:39:00,6048.94089,2.917412,67.790745
2019-08-02 11:44:00,6007.26033,8.665048,72.968232
2019-08-02 11:49:00,6011.56069,14.318063,78.363445
2019-08-02 11:54:00,6061.66271,19.752334,84.0636
2019-08-02 11:59:00,6156.01837,24.840878,90.150083
2019-08-02 12:04:00,6291.84943,29.458354,96.687929
2019-08-02 12:09:00,6465.37715,33.48682,103.710281
2019-08-02 12:14:00,6672.10329,36.823384,111.199371
2019-08-02 12:19:00,6907.10024,39.389943,119.069798
2019-08-02 12:24:00,7165.27622,41.143646,127.164045
2019-08-02 12:29:00,7441.59405,42.084705,135.269375
2019-08-02 12:34:00,7731.23476,42.257402,143.155665
2019-08-02 12:39:00,8029.70729,41.742407,150.620183
2019-08-02 12:44:00,8332.91172,40.64265,157.520249
2019-08-02 12:49:00,8637.16572,39.067808,163.783379
2019-08-02 12:54:00,8939.20455,37.121948,169.398074
2019-08-02 12:59:00,9236.1632,34.896202,174.395473
2019-08-02 13:04:00,9525.54788,32.466005,178.830894
2019-08-02 13:09:00,9805.20207,29.891365,182.769722
2019-08-02 13:14:00,10073.27068,27.218682,186.278393
2019-08-02 13:19:00,10328.16496,24.483098,189.41947
2019-08-02 13:24:00,10568.52934,21.710794,192.249467
2019-08-02 13:29:00,10793.21117,18.921003,194.818293
2019-08-02 13:34:00,11001.23371,16.127655,197.169555
2019-08-02 13:39:00,11191.77227,13.340693,199.341241
2019-08-02 13:44:00,11364.1336,10.567085,201.366549
2019-08-02 13:49:00,11517.73813,7.811614,203.274706
2019-08-02 13:54:00,11652.10494,5.077486,205.09173
2019-08-02 13:59:00,11766.83911,2.366794,206.841115
2019-08-02 14:04:00,11861.6213,-0.319105,208.544438
2019-08-02 14:09:00,11936.19929,-2.979294,210.221892
2019-08-02 14:14:00,11990.38122,-5.613047,211.89277
2019-08-02 14:19:00,12024.03053,-8.219606,213.575897
2019-08-02 14:24:00,12037.06234,-10.797977,215.290037
2019-08-02 14:29:00,12029.44129,-13.346731,217.054274
2019-08-02 14:34:00,12001.18064,-15.863785,218.888387
2019-08-02 14:39:00,11952.34282,-18.346169,220.813206
2019-08-02 14:44:00,11883.04127,-20.78975,222.850961
2019-08-02 14:49:00,11793.44366,-23.188912,225.025608
2019-08-02 14:54:00,11683.77665,-25.536175,227.363108
2019-08-02 14:59:00,11554.33223,-27.821734,229.89162
2019-08-02 15:04:00,11405.47584,-30.032923,232.64154
2019-08-02 15:09:00,11237.65642,-32.153583,235.645271
2019-08-02 15:14:00,11051.41869,-34.163364,238.936582
2019-08-02 15:19:00,10847.41783,-36.036987,242.549339
2019-08-02 15:24:00,10626.43691,-37.743552,246.515367
2019-08-02 15:29:00,10389.40734,-39.246018,250.861202
2019-08-02 15:34:00,10137.43252,-40.501089,255.603647
2019-08-02 15:39:00,9871.81492,-41.459741,260.74435
2019-08-02 15:44:00,9594.08666,-42.068718,266.264194
2019-08-02 15:49:00,9306.0432,-42.273146,272.119034
2019-08-02 15:54:00,9009.77952,-42.020216,278.23876
2019-08-02 15:59:00,8707.72752,-41.263473,284.531437
2019-08-02 16:04:00,8402.6922,-39.966914,290.892862
2019-08-02 16:09:00,8097.88318,-38.108018,297.219754
2019-08-02 16:14:00,7796.9362,-35.679166,303.423114
2019-08-02 16:19:00,7503.91765,-32.687496,309.438246
2019-08-02 16:24:00,7223.30273,-29.153777,315.229516
2019-08-02 16:29:00,6959.91708,-25.111109,320.790068
2019-08-02 16:34:00,6718.83103,-20.604053,326.138185
2019-08-02 16:39:00,6505.1987,-15.68847,331.3123
2019-08-02 16:44:00,6324.03984,-10.4319,336.366193
2019-08-02 16:49:00,6179.97284,-4.914106,341.365149
2019-08-02 16:54:00,6076.92065,0.772729,346.383212
2019-08-02 16:59:00,6017.82415,6.524569,351.501185
2019-08-02 17:04:00,6004.40578,12.22708,356.804716
2019-08-02 17:09:00,6037.0241,17.758167,2.381467
2019-08-02 17:14:00,6114.64634,22.99135,8.316059
2019-08-02 17:19:00,6234.94369,27.799928,14.681283
2019-08-02 17:24:00,6394.49029,32.062209,21.524391
2019-08-02 17:29:00,6589.02962,35.668412,28.84891
2019-08-02 17:34:00,6813.76572,38.52971,36.596013
2019-08-02 17:39:00,7063.64127,40.588767,44.634137
2019-08-02 17:44:00,7333.5758,41.829073,52.767265
2019-08-02 17:49:00,7618.65083,42.278927,60.766007
2019-08-02 17:54:00,7914.23961,42.006949,68.412197
2019-08-02 17:59:00,8216.0871,41.109803,75.538096
2019-08-02 18:04:00,8520.34935,39.696529,82.045253
2019-08-02 18:09:00,8823.60251,37.874587,87.901428
2019-08-02 18:14:00,9122.8309,35.740598,93.124329
2019-08-02 18:19:00,9415.40192,33.37603,97.762357
2019-08-02 18:24:00,9699.03363,30.846536,101.87861
2019-08-02 18:29:00,9971.75933,28.203358,105.540013
2019-08-02 18:34:00,10231.89194,25.485567,108.811033
2019-08-02 18:39:00,10477.98999,22.722432,111.750628
2019-08-02 18:44:00,10708.82622,19.935559,114.411212
2019-08-02 18:49:00,10923.35923,17.140677,116.8387
2019-08-02 18:54:00,11120.70849,14.349074,119.0731
2019-08-02 18:59:00,11300.13246,11.568714,121.149311
2019-08-02 19:04:00,11461.00977,8.805107,123.097954
2019-08-02 19:09:00,11602.82317,6.061976,124.946165
2019-08-02 19:14:00,11725.14602,3.341777,126.718307
2019-08-02 19:19:00,11827.63102,0.646097,128.436609
2019-08-02 19:24:00,11910.00101,-2.024019,130.121723
2019-08-02 19:29:00,11972.04158,-4.667803,131.793226
2019-08-02 19:34:00,12013.59542,-7.284532,133.470071
2019-08-02 19:39:00,12034.55809,-9.873325,135.171
2019-08-02 19:44:00,12034.87535,-12.432938,136.914936
2019-08-02 19:49:00,12014.54176,-14.961552,138.721357
2019-08-02 19:54:00,11973.60069,-17.456554,140.610658
2019-08-02 19:59:00,11912.14564,-19.914272,142.604507
2019-08-02 20:04:00,11830.32295,-22.329676,144.726175
2019-08-02 20:09:00,11728.33592,-24.696023,147.000839
2019-08-02 20:14:00,11606.45056,-27.004422,149.455809
2019-08-02 20:19:00,11465.00297,-29.243334,152.120634
2019-08-02 20:24:00,11304.40868,-31.39797,155.026984
2019-08-02 20:29:00,11125.17396,-33.449623,158.208178
2019-08-02 20:34:00,10927.90965,-35.374937,161.698175
2019-08-02 20:39:00,10713.3474,-37.145185,165.529784
2019-08-02 20:44:00,10482.35902,-38.725679,169.731851
2019-08-02 20:49:00,10235.9788,-40.07547,174.325259
2019-08-02 20:54:00,9975.42931,-41.147612,179.317823
2019-08-02 20:59:00,9702.15064,-41.890272,184.698636
2019-08-02 21:04:00,9417.83295,-42.248914,190.433112
2019-08-02 21:09:00,9124.4518,-42.169611,196.460609
2019-08-02 21:14:00,8824.30534,-41.603174,202.69656
2019-08-02 21:19:00,8520.05125,-40.509405,209.040113
2019-08-02 21:24:00,8214.74062,-38.860596,215.386272
2019-08-02 21:29:00,7911.84403,-36.643564,221.639595
2019-08-02 21:34:00,7615.26355,-33.860034,227.725745
2019-08-02 21:39:00,7329.32222,-30.525792,233.598248
2019-08-02 21:44:00,7058.72099,-26.669367,239.239933
2019-08-02 21:49:00,6808.45234,-22.330967,244.660313
2019-08-02 21:54:00,6583.66112,-17.562056,249.890903
2019-08-02 21:59:00,6389.44809,-12.425582,254.980238
2019-08-02 22:04:00,6230.61984,-6.996529,259.989647
2019-08-02 22:09:00,6111.40162,-1.362316,264.990136
2019-08-02 22:14:00,6035.0798,4.37485,270.057829
2019-08-02 22:19:00,6003.98057,10.109605,275.281494
2019-08-02 22:24:00,6018.9484,15.719725,280.746178
2019-08-02 22:29:00,6079.48039,21.079859,286.538509
2019-08-02 22:34:00,6183.72714,26.06271,292.737128
2019-08-02 22:39:00,6328.65545,30.543821,299.400863
2019-08-02 22:44:00,6510.29385,34.407786,306.551941
2019-08-02 22:49:00,6724.01921,37.556523,314.156687
2019-08-02 22:54:00,6964.84371,39.919484,322.110746
2019-08-02 22:59:00,7227.6707,41.463934,330.239354
2019-08-02 23:04:00,7507.50098,42.201456,338.320269
2019-08-02 23:09:00,7799.58355,42.186786,346.125392
2019-08-02 23:14:00,8099.51372,41.508058,353.464391
2019-08-02 23:19:00,8403.28691,40.271704,0.212166
2019-08-02 23:24:00,8707.31814,38.587321,6.313269
2019-08-02 23:29:00,9008.43713,36.55647,11.769197
